Country,Indicator,F1980,F1981,F1982,F1983,F1984,F1985,F1986,F1987,F1988,F1989,F1990,F1991,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
Nigeria,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,1,,,1,,,,,,1,,,,2,3,6,3,1,1,5,2,3,3,,2,1,4,1,1,1,1,1,2,2,2,3,2,1
Nigeria,"Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Nigeria,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,1,,,,,,1
Nigeria,"Climate related disasters frequency, Number of Disasters: TOTAL",,1,,,,1,,,2,,,,1,,1,,,,2,4,9,3,2,1,5,2,3,3,,2,1,5,2,1,1,1,2,2,2,2,3,2,3
"North Macedonia, Republic of ","Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Macedonia, Republic of ","Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,1,,1,,,1,,,,,
"North Macedonia, Republic of ","Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,,,1,,,,,,,1,2,1,1,1,,,,,,,1,,2,1,,,,,,
"North Macedonia, Republic of ","Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"North Macedonia, Republic of ","Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,,1,,1,,,,,1,1,1,2,2,2,1,2,,,,,1,1,1,2,1,1,,,,1,
"North Macedonia, Republic of ","Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,
Northern Mariana Islands,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,1,,,,
Northern Mariana Islands,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,1,,,,
Norway,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
Norway,"Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
Norway,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,2,,1,1,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,1
Norway,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,2,,1,1,,1,,,,,1,1,,,,1,,,1,,,1,,,,,,,,1,1,,1
Oman,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,
Oman,"Climate related disasters frequency, Number of Disasters: Storm",,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,,,,1,,,2,,,2,
Oman,"Climate related disasters frequency, Number of Disasters: TOTAL",,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,,,,1,1,1,2,1,1,2,
Pakistan,"Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,
Pakistan,"Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,,,,,,1,1,,,,,1,1,,1,1,1,2,1,,1,1,,,,,,,,1,1,,,1,,,,1
Pakistan,"Climate related disasters frequency, Number of Disasters: Flood",1,1,1,1,1,,,,1,1,,1,2,1,1,3,1,2,1,2,,1,3,3,2,5,7,6,3,3,4,1,3,2,1,6,7,2,1,8,4,4,1
Pakistan,"Climate related disasters frequency, Number of Disasters: Landslide",,,,2,,,,,,,,1,1,2,,,1,,1,,,2,,1,,1,1,3,,,2,,2,,,,,1,,,1,,
Pakistan,"Climate related disasters frequency, Number of Disasters: Storm",1,1,,,,,1,,1,,,,,1,2,,,2,1,2,,1,1,1,,1,,1,,,1,,,,1,,1,2,,1,1,2,1
Pakistan,"Climate related disasters frequency, Number of Disasters: TOTAL",2,2,1,3,1,,1,,2,1,1,3,3,4,3,3,3,5,3,6,1,5,6,6,2,8,9,10,3,3,7,1,5,2,3,7,8,5,2,10,6,6,4
Pakistan,"Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"Palau, Rep. of","Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
"Palau, Rep. of","Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,
"Palau, Rep. of","Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,1,
Panama,"Climate related disasters frequency, Number of Disasters: Drought",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,
Panama,"Climate related disasters frequency, Number of Disasters: Flood",,,,,1,,1,,,,,1,,,,1,,,,2,1,1,2,1,3,1,2,1,2,1,4,2,2,,1,1,,,,,1,2,1
Panama,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,2,,
Panama,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,1,1,,1,,1,,,1,1,,,1,,,1,2,1,1,2,1,3,1,3,1,2,1,4,2,2,1,1,2,1,1,1,,3,2,1
Panama,"Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Papua New Guinea,"Climate related disasters frequency, Number of Disasters: Drought",1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,
Papua New Guinea,"Climate related disasters frequency, Number of Disasters: Flood",,,,2,,,,,,,,,1,1,,,,,,1,,,,,1,1,2,,2,,,,1,1,1,1,1,,,1,3,,
Papua New Guinea,"Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,,,,,1,,,,,1,,,,,,1,2,,,2,,,1,,,1,,,,,,,1,2,,
Papua New Guinea,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,1,,,1,1,,,,,,,
Papua New Guinea,"Climate related disasters frequency, Number of Disasters: TOTAL",1,,,2,,,,,,,,1,1,2,,,1,3,,1,,,1,2,1,1,4,1,2,1,,1,2,1,2,3,1,,,2,5,,
Papua New Guinea,"Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,"Climate related disasters frequency, Number of Disasters: Drought",,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,1,1,,,1,1,,,1,,,,,,
Paraguay,"Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,
Paraguay,"Climate related disasters frequency, Number of Disasters: Flood",,,1,1,,,,,1,,1,,1,,,2,,1,1,,,,1,,,,,,,1,,,1,1,2,2,,,2,3,,2,
Paraguay,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,,1,1,1,,1,,,,,,,
Paraguay,"Climate related disasters frequency, Number of Disasters: TOTAL",,,1,2,,,,,1,,1,,1,,,2,,2,1,1,1,,2,,1,1,,1,2,3,1,1,3,3,2,3,1,,2,4,,2,
Paraguay,"Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,
Peru,"Climate related disasters frequency, Number of Disasters: Drought",,,,1,,,,,,,1,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,
Peru,"Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,1,,,,,,,,1,,,,,,,,,,,,1,1,,,1,,1,1,1,1,1,1,1,,,,,,,
Peru,"Climate related disasters frequency, Number of Disasters: Flood",1,1,2,,,,1,2,1,1,3,,1,1,2,,,,,2,1,3,3,2,1,,1,1,1,1,1,3,1,2,3,2,1,3,,3,3,8,1
Peru,"Climate related disasters frequency, Number of Disasters: Landslide",,1,1,2,1,2,1,2,1,,1,,,,,1,,1,2,1,1,1,,,1,,,,,4,1,,1,,,,,,,1,1,,1
Peru,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,
Peru,"Climate related disasters frequency, Number of Disasters: TOTAL",1,2,3,4,1,2,2,4,2,1,5,1,2,1,2,1,,3,2,3,2,4,5,3,4,,2,2,1,6,3,5,3,3,4,3,1,3,,5,4,8,2
Peru,"Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,
Philippines,"Climate related disasters frequency, Number of Disasters: Drought",1,,,1,,,,1,,,1,,,,,,,,1,,,,1,,,,,1,,,,,,,,1,,,,1,,,
Philippines,"Climate related disasters frequency, Number of Disasters: Flood",1,3,4,1,,2,1,,,2,3,3,3,3,4,6,1,1,,4,3,3,4,1,3,2,6,5,8,8,9,15,8,5,3,5,2,3,1,1,,5,2
Philippines,"Climate related disasters frequency, Number of Disasters: Landslide",,1,,,,,,,2,3,,,,1,2,,2,,,4,1,,,1,1,,3,,1,1,1,3,1,,,,,,,,1,,1
Philippines,"Climate related disasters frequency, Number of Disasters: Storm",6,8,9,4,4,3,6,5,6,7,5,6,4,6,11,7,2,3,4,8,6,6,6,8,8,2,10,8,11,14,3,12,9,8,9,10,8,8,7,7,6,8,6
Philippines,"Climate related disasters frequency, Number of Disasters: TOTAL",8,12,13,6,4,5,7,6,8,12,9,9,7,10,17,13,5,4,6,16,10,9,11,10,12,4,19,14,20,23,13,30,18,13,12,16,10,11,8,9,7,13,9
Philippines,"Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
"Poland, Rep. of","Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Poland, Rep. of","Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,1,,,1,1,1,1,3,1,1,1,1,,1,,,,
"Poland, Rep. of","Climate related disasters frequency, Number of Disasters: Flood",1,,1,,,,,1,,,,,,,,,,1,1,,,1,,,1,1,1,,,1,2,,,,,,1,,,,1,1,
"Poland, Rep. of","Climate related disasters frequency, Number of Disasters: Storm",,,,1,,,,,,,1,,,,1,,,,,1,,,2,,,2,,2,1,1,,,1,1,,1,,1,,1,1,2,3
"Poland, Rep. of","Climate related disasters frequency, Number of Disasters: TOTAL",1,,1,2,,,,1,,,1,,1,,1,,,2,2,2,1,2,3,,1,4,1,2,2,3,3,1,4,2,1,2,2,1,2,1,2,3,3
"Poland, Rep. of","Climate related disasters frequency, Number of Disasters: Wildfire",,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,"Climate related disasters frequency, Number of Disasters: Drought",,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1
Portugal,"Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,1,,1,,,,,,,,1,,,,1
Portugal,"Climate related disasters frequency, Number of Disasters: Flood",,1,,1,,,,,,,,,,,,,2,,,,,1,1,1,,,1,,1,,1,,,,,1,,,,,,,
Portugal,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,1,,,2,2,,,,1,1,,,
Portugal,"Climate related disasters frequency, Number of Disasters: TOTAL",,1,,3,,1,1,,,1,,1,,,,,2,2,,,1,2,1,3,2,2,2,,2,,3,,,3,2,1,1,2,3,1,,,3
Portugal,"Climate related disasters frequency, Number of Disasters: Wildfire",,,,1,,1,1,,,,,1,,,,,,,,,,1,,1,1,1,,,,,,,,1,,,1,2,1,,,,1
Qatar,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Qatar,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Romania,"Climate related disasters frequency, Number of Disasters: Drought",,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Romania,"Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,,,,,,,,,,1,,1,,2,,1,1,1,,1,2,1,2,1,1,1,,1,,1,,,,1,,,,
Romania,"Climate related disasters frequency, Number of Disasters: Flood",,,,,1,,,,,,,1,,,1,1,,1,1,2,2,2,3,2,2,6,6,4,1,2,1,,,1,2,1,2,,2,1,1,1,
Romania,"Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Romania,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,1,1,,,1,,,1,,,,3,1,,,1,,,,,,,,,1,,,,,
Romania,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,1,1,,,,,,,1,,1,3,1,1,2,3,3,5,3,4,2,6,9,7,6,3,3,2,,1,1,3,1,2,1,3,1,1,1,
Russian Federation,"Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,1,,1,,,,,,,,,,
Russian Federation,"Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,,,,,,,,,1,1,2,,1,1,2,3,3,1,,,1,,,,,3,,2,,,,,,,,,,
Russian Federation,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,1,2,5,,2,1,4,1,8,3,4,1,3,5,3,1,,,2,2,4,2,1,1,3,1,2,4,,3,1
Russian Federation,"Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,,,,,,1,2,,1,1,,,,2,,1,,,1,,,,,,,,,,,,,,,,1,
Russian Federation,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,2,3,,,1,1,1,2,2,1,3,2,,1,,,,1,,,,,,1,,,,,1
Russian Federation,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,3,6,8,6,4,3,8,5,19,10,11,4,7,9,3,2,,,8,3,8,2,1,2,3,2,2,5,,5,3
Russian Federation,"Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,,,,,,,,1,,,,1,1,1,1,5,2,3,1,1,,,,,,2,,1,,,1,,,,1,,1,1
Rwanda,"Climate related disasters frequency, Number of Disasters: Drought",,,,,1,,,,,1,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,
Rwanda,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,1,,,,,,,,,,,,,2,1,1,,,,2,1,,,1,1,,,1,1,,3,2,5,1,3
Rwanda,"Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,1,,1,,,,
Rwanda,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Rwanda,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,1,,,,1,1,,,,,,,1,,,1,,2,1,2,,,1,2,1,,2,1,1,,,1,2,2,4,2,5,1,3
Saint Barthélemy,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Saint Barthélemy,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Saint Helena,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Saint Helena,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Saint Martin (French Part),"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Saint Martin (French Part),"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Samoa,"Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Samoa,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Samoa,"Climate related disasters frequency, Number of Disasters: Storm",,,,1,,,,,,1,1,1,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,1,,,,
Samoa,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,2,,,,,,1,1,1,,,,,,,,,,1,,,1,1,,,,,,,1,,,1,,,1,,,,
Samoa,"Climate related disasters frequency, Number of Disasters: Wildfire",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"São Tomé and Príncipe, Dem. Rep. of","Climate related disasters frequency, Number of Disasters: Drought",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"São Tomé and Príncipe, Dem. Rep. of","Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"São Tomé and Príncipe, Dem. Rep. of","Climate related disasters frequency, Number of Disasters: TOTAL",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Saudi Arabia,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,1,,,,,,,,,,,,,,,,,1,2,1,2,,,,1,2,1,1,2,,2,2,1,,3,1,,
Saudi Arabia,"Climate related disasters frequency, Number of Disasters: Storm",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Saudi Arabia,"Climate related disasters frequency, Number of Disasters: TOTAL",,,1,,,1,,,,,,,,,,,,,,,,,1,2,1,2,,,,1,2,1,1,2,,2,3,1,,3,1,,
Senegal,"Climate related disasters frequency, Number of Disasters: Drought",1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,1,,,,
Senegal,"Climate related disasters frequency, Number of Disasters: Flood",,,,1,,1,,,1,,,,,1,1,,,,1,,1,,1,1,,1,,1,1,1,2,1,1,1,,,1,,,1,1,,1
Senegal,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,
Senegal,"Climate related disasters frequency, Number of Disasters: TOTAL",1,,,1,,1,,,1,,,,,1,1,,,,1,2,1,,2,1,1,1,,1,1,1,2,2,1,1,1,,1,,1,1,1,,1
Serbia and Montenegro,"Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,
Serbia and Montenegro,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,1,,,,,,,2,2,,1,,,1,2,,,,,,,,,,,,,,,,
Serbia and Montenegro,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Serbia and Montenegro,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,1,,,,,,,2,4,,1,,,3,2,,,,,,,,,,,,,,,,
Serbia and Montenegro,"Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
"Serbia, Rep. of","Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,,3,,1,,,1,,,,,
"Serbia, Rep. of","Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,3,,,2,4,,2,,1,1,1,1,
"Serbia, Rep. of","Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,5,,3,2,5,,2,1,1,1,1,1,
Seychelles,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,
Seychelles,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,
Seychelles,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,1,,,,,,,,
Sierra Leone,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,1,,1,1,1,,,,1,,,,2,,,1
Sierra Leone,"Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,
Sierra Leone,"Climate related disasters frequency, Number of Disasters: Storm",,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,1,,,,,,,,,,,,1,,,1,,,,,1,1,,1,,1,2,1,,1,,1,,1,,2,,,1
Sierra Leone,"Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
"Sint Maarten, Kingdom of the Netherlands","Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
"Sint Maarten, Kingdom of the Netherlands","Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Slovak Rep.,"Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,,,,,,,,,,
Slovak Rep.,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,,,,,1,1,1,,1,1,,1,1,2,,,,2,,,1,,,,,,,1,1,
Slovak Rep.,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,
Slovak Rep.,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,1,,,3,,1,1,,,,1,,1,1,1,
Slovak Rep.,"Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
"Slovenia, Rep. of","Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,
"Slovenia, Rep. of","Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,1,
"Slovenia, Rep. of","Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,
"Slovenia, Rep. of","Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,,,,,,,,,,,,1,,1,,2,,,,,1,,2,,,,,,1,1,
Solomon Islands,"Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,
Solomon Islands,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,,,,,,,,
Solomon Islands,"Climate related disasters frequency, Number of Disasters: Storm",,,1,,,1,1,,,,,,1,1,,,,,,,,,1,2,,,,,,,1,1,,,,2,,,1,,1,,
Solomon Islands,"Climate related disasters frequency, Number of Disasters: TOTAL",,,1,,,1,1,,,,,,1,1,,,,1,1,,,,1,2,,,,,,1,2,1,1,1,1,3,,,1,,1,,
Somalia,"Climate related disasters frequency, Number of Disasters: Drought",1,,,1,,,,1,1,,,,,,,,,,,1,,,,,1,1,,,1,,1,1,,,1,1,,,,1,1,,
Somalia,"Climate related disasters frequency, Number of Disasters: Flood",,1,,,,,,1,,2,,,,,1,1,1,2,,,3,1,1,2,1,2,5,2,1,1,2,1,2,2,1,2,1,,1,1,2,1,1
Somalia,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,2,,,1,1,1,,
Somalia,"Climate related disasters frequency, Number of Disasters: TOTAL",1,1,,1,,,,2,1,2,,,,,2,1,1,2,,1,3,1,1,2,2,3,5,2,2,1,3,2,2,3,2,5,1,,2,3,4,1,1
South Africa,"Climate related disasters frequency, Number of Disasters: Drought",1,1,,,,,1,,1,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,1,,1,,1,
South Africa,"Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,
South Africa,"Climate related disasters frequency, Number of Disasters: Flood",,1,,,,,,1,1,,,,,1,1,1,2,1,,2,3,2,1,1,1,,2,1,1,2,,1,1,,1,,2,1,,4,1,1,8
South Africa,"Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,"Climate related disasters frequency, Number of Disasters: Storm",,,,1,2,,,,,,1,,,1,1,,,,1,2,1,2,4,1,,,,,1,2,1,2,1,1,,,,2,,1,1,2,
South Africa,"Climate related disasters frequency, Number of Disasters: TOTAL",1,2,,1,2,,1,1,2,,2,1,,2,2,2,4,1,2,5,5,6,6,2,2,,2,3,3,4,1,3,2,1,1,1,3,5,,6,2,4,8
South Africa,"Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,,,,,,,1,,,,,,,1,1,1,2,1,,,,,1,1,,,,,,,,,1,,,,,
"South Sudan, Rep. of","Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,
"South Sudan, Rep. of","Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,2,2,,,1,,,2,1,1,1
"South Sudan, Rep. of","Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,2,2,,,2,,,3,1,2,1
"South Sudan, Rep. of","Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Soviet Union (former),"Climate related disasters frequency, Number of Disasters: Flood",,1,2,2,2,2,,1,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soviet Union (former),"Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
